LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
DEU,BCI,AMPLITUD,LTRENDIDX,M,2011-02,102.7829,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2011-03,102.7825,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2011-04,102.6892,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2011-05,102.5204,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2011-06,102.2678,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2011-07,101.9337,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2011-08,101.5555,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2011-09,101.2385,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2011-10,101.0534,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2011-11,101.028,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2011-12,101.1042,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2012-01,101.1753,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2012-02,101.142,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2012-03,100.9615,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2012-04,100.7052,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2012-05,100.366,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2012-06,100.0063,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2012-07,99.64053,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2012-08,99.35345,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2012-09,99.16132,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2012-10,99.11822,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2012-11,99.29171,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2012-12,99.51721,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2013-01,99.70572,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2013-02,99.8108,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2013-03,99.80846,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2013-04,99.76057,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2013-05,99.75695,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2013-06,99.85509,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2013-07,100.0356,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2013-08,100.3205,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2013-09,100.605,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2013-10,100.8538,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2013-11,100.9966,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2013-12,101.0409,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2014-01,101.0489,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2014-02,101.0453,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2014-03,101.0456,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2014-04,101.0112,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2014-05,100.9815,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2014-06,100.9159,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2014-07,100.844,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2014-08,100.7142,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2014-09,100.5865,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2014-10,100.5092,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2014-11,100.5021,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2014-12,100.5142,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2015-01,100.5503,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2015-02,100.5993,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2015-03,100.6701,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2015-04,100.6946,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2015-05,100.6971,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2015-06,100.698,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2015-07,100.7114,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2015-08,100.7077,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2015-09,100.7208,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2015-10,100.6954,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2015-11,100.6419,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2015-12,100.5543,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2016-01,100.4391,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2016-02,100.3426,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2016-03,100.3223,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2016-04,100.3744,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2016-05,100.4668,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2016-06,100.5584,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2016-07,100.6276,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2016-08,100.6888,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2016-09,100.8194,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2016-10,100.9419,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2016-11,101.0189,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2016-12,101.1101,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2017-01,101.1879,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2017-02,101.2862,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2017-03,101.423,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2017-04,101.5981,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2017-05,101.7764,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2017-06,101.966,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2017-07,102.1356,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2017-08,102.2782,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2017-09,102.4331,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2017-10,102.5801,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2017-11,102.6765,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2017-12,102.7394,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2018-01,102.7245,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2018-02,102.5959,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2018-03,102.4493,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2018-04,102.376,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2018-05,102.3325,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2018-06,102.2862,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2018-07,102.2111,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2018-08,102.1453,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2018-09,102.0383,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2018-10,101.8764,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2018-11,101.6939,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2018-12,101.4698,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2019-01,101.2508,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2019-02,101.0019,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2019-03,100.6937,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2019-04,100.37,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2019-05,100.0839,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2019-06,99.76385,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2019-07,99.48809,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2019-08,99.31106,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2019-09,99.11833,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2019-10,99.02013,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2019-11,99.01469,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2019-12,99.09859,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2020-01,99.18785,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2020-02,98.99806,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2020-03,98.40015,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2020-04,97.69442,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2020-05,97.59497,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2020-06,97.99847,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2020-07,98.61298,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2020-08,99.20415,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2020-09,99.65427,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2020-10,99.97268,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2020-11,100.1825,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2020-12,100.4474,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2021-01,100.8496,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2021-02,101.4737,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2021-03,102.2097,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2021-04,102.8379,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2021-05,103.2193,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2021-06,103.4861,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2021-07,103.6715,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2021-08,103.7806,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2021-09,103.8207,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2021-10,103.777,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2021-11,103.7768,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2021-12,103.8206,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2022-01,103.7697,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2022-02,103.5919,
DEU,BCI,AMPLITUD,LTRENDIDX,M,2022-03,103.2794,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2008-01,101.4926,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2008-02,101.3498,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2008-03,101.2042,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2008-04,100.9819,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2008-05,100.7218,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2008-06,100.3904,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2008-07,99.98669,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2008-08,99.46717,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2008-09,98.68369,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2008-10,97.55433,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2008-11,96.2653,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2008-12,95.15972,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2009-01,94.47588,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2009-02,94.0184,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2009-03,93.84208,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2009-04,93.99216,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2009-05,94.31236,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2009-06,94.72115,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2009-07,95.20187,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2009-08,95.74272,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2009-09,96.26317,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2009-10,96.7903,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2009-11,97.28729,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2009-12,97.76595,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2010-01,98.21619,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2010-02,98.65073,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2010-03,99.10072,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2010-04,99.5107,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2010-05,99.83138,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2010-06,100.0943,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2010-07,100.3431,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2010-08,100.5645,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2010-09,100.8075,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2010-10,101.1371,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2010-11,101.5262,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2010-12,101.9338,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2011-01,102.2253,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2011-02,102.3665,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2011-03,102.3449,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2011-04,102.1643,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2011-05,101.8665,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2011-06,101.4983,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2011-07,101.0224,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2011-08,100.5102,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2011-09,100.0951,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2011-10,99.88333,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2011-11,99.8263,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2011-12,99.87449,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2012-01,99.93738,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2012-02,99.93221,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2012-03,99.75989,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2012-04,99.46523,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2012-05,99.1185,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2012-06,98.79994,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2012-07,98.50064,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2012-08,98.26665,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2012-09,98.1106,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2012-10,98.05182,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2012-11,98.23368,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2012-12,98.45895,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2013-01,98.62823,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2013-02,98.74734,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2013-03,98.71919,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2013-04,98.65122,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2013-05,98.709,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2013-06,98.89348,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2013-07,99.15769,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2013-08,99.4936,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2013-09,99.82299,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2013-10,100.1074,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2013-11,100.3289,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2013-12,100.4576,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2014-01,100.521,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2014-02,100.5526,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2014-03,100.5679,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2014-04,100.5514,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2014-05,100.4998,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2014-06,100.4193,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2014-07,100.3575,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2014-08,100.2709,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2014-09,100.2223,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2014-10,100.2346,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2014-11,100.2621,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2014-12,100.2557,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2015-01,100.2906,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2015-02,100.3785,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2015-03,100.5107,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2015-04,100.5889,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2015-05,100.6233,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2015-06,100.6347,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2015-07,100.6394,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2015-08,100.6378,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2015-09,100.668,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2015-10,100.6716,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2015-11,100.6379,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2015-12,100.6006,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-01,100.5161,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-02,100.4172,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-03,100.3813,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-04,100.397,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-05,100.4381,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-06,100.4874,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-07,100.5143,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-08,100.5618,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-09,100.6996,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-10,100.8416,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-11,100.9563,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-12,101.0998,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-01,101.2234,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-02,101.3207,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-03,101.4014,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-04,101.5482,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-05,101.7401,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-06,101.9378,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-07,102.105,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-08,102.2629,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-09,102.4582,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-10,102.6446,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-11,102.7777,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-12,102.8422,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-01,102.8157,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-02,102.6814,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-03,102.5326,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-04,102.4743,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-05,102.4228,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-06,102.3579,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-07,102.2393,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-08,102.1287,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-09,101.9988,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-10,101.8439,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-11,101.6741,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-12,101.4181,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-01,101.1316,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-02,100.866,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-03,100.6057,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-04,100.3595,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-05,100.1882,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-06,99.94651,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-07,99.72617,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-08,99.57394,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-09,99.3632,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-10,99.25629,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-11,99.29486,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-12,99.41,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-01,99.46112,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-02,99.02387,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-03,97.82371,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-04,96.32815,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-05,95.99716,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-06,96.59168,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-07,97.4932,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-08,98.25295,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-09,98.73712,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-10,99.02612,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-11,99.20187,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-12,99.48519,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-01,99.88565,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-02,100.5579,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-03,101.5174,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-04,102.5307,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-05,103.1633,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-06,103.5115,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-07,103.6857,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-08,103.7145,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-09,103.7194,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-10,103.7306,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-11,103.7405,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-12,103.7313,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-01,103.6453,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-02,103.4529,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-03,103.1028,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2008-01,100.3734,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2008-02,100.2026,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2008-03,100.1031,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2008-04,99.99165,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2008-05,99.79392,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2008-06,99.49527,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2008-07,99.06548,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2008-08,98.48444,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2008-09,97.8989,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2008-10,97.50592,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2008-11,97.44073,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2008-12,97.47208,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2009-01,97.27975,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2009-02,96.63551,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2009-03,95.8078,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2009-04,95.17464,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2009-05,95.02007,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2009-06,95.13596,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2009-07,95.24966,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2009-08,95.18098,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2009-09,95.00159,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2009-10,94.86097,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2009-11,94.92315,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2009-12,95.26471,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2010-01,96.05524,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2010-02,97.45841,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2010-03,99.08416,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2010-04,100.4358,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2010-05,101.1344,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2010-06,101.4177,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2010-07,101.5628,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2010-08,101.7238,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2010-09,101.9086,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2010-10,102.0602,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2010-11,102.1147,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2010-12,102.0921,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2011-01,102.012,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2011-02,101.8853,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2011-03,101.7641,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2011-04,101.717,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2011-05,101.7985,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2011-06,101.9442,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2011-07,102.0716,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2011-08,102.1165,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2011-09,102.0872,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2011-10,101.9895,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2011-11,101.8257,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2011-12,101.6617,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2012-01,101.5788,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2012-02,101.6252,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2012-03,101.6866,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2012-04,101.5918,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2012-05,101.2021,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2012-06,100.6587,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2012-07,100.1349,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2012-08,99.74267,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2012-09,99.4195,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2012-10,99.07787,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2012-11,98.68578,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2012-12,98.36573,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2013-01,98.33186,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2013-02,98.75494,
